Angkatan,Kode MK,Nama Mata Kuliah
20131,IF8710P,Sistem Cerdas
20131,IF8701,Sistem Multimedia
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8702,Proyek Perangkat Lunak
20131,KKM880,Kuliah Kerja Mahasiswa
20131,MAN8601,Manajemen
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,TA8800,Tugas AkhirSkripsi
20131,UN8103,Bahasa Indonesia
20131,IF8101,Pengantar Teknologi Informasi
20131,FIS8101L,Praktikum Fisika Dasar
20131,EL8201,Dasar Rangkaian Elektrik
20131,MAT8101,Kalkulus I
20131,EL8301,Teknik Dijital
20131,EL8301L,Praktikum Teknik Digital
20131,IF8406,Strategi Algoritma
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,IF8601,Jaringan Komputer Lanjut
20131,IF8602,Pemrograman Internet
20131,IF8605,Intelegensia Buatan
20131,IF8604,Sistem Terdistribusi
20131,IF8603L,Praktikum Kriptografi
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,UN8201,Akhlak Tasawuf
20131,IF8701L,Praktikum Sistem Multimedia
20131,KP8700,Kerja Praktek
20131,IF8709P,Information Retrieval
20131,IF8708P,Data Mining
20131,KKM880,Kuliah Kerja Mahasiswa
20131,MAN8601,Manajemen
20131,IF8101,Pengantar Teknologi Informasi
20131,KIM8101L,Praktikum Kimia Dasar
20131,UN8103,Bahasa Indonesia
20131,UN8105,Pancasila dan Kewarganegaraan
20131,IF8101,Pengantar Teknologi Informasi
20131,FIS8101L,Praktikum Fisika Dasar
20131,UN8202,Bahasa Arab II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8301,Sejarah Peradaban Islam
20131,IF8101,Pengantar Teknologi Informasi
20131,FIS8101L,Praktikum Fisika Dasar
20131,IB8180,Praktek Ibadah
20131,KIM8101L,Praktikum Kimia Dasar
20131,MAT8101,Kalkulus I
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,UN8104,Bahasa Inggris
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8205,Hadits dan Ilmu Hadits
20131,UN8207,Ilmu Fiqih
20131,UN8208,Ilmu TauhidAqidah
20131,UN8202,Bahasa Arab II
20131,UN8201,Akhlak Tasawuf
20131,MAT8302,Matematika Teknik
20131,UN8301,Sejarah Peradaban Islam
20131,MAT8301,Probabilitas dan Statistika
20131,MAT8304,Logika Informatika
20131,EL8301,Teknik Dijital
20131,EL8301L,Praktikum Teknik Digital
20131,IF8407,Grafika Komputer
20131,IF8401L,Praktikum Basis Data
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8504,Sistem Operasi
20131,IF8501,Sistem Basis Data
20131,IF8505,Jaringan Komputer
20131,IF8501L,Praktikum Sistem Basisdata
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8602,Pemrograman Internet
20131,IF8604,Sistem Terdistribusi
20131,IF8606,Manajemen Proyek Perangkat Lunak
20131,IF8603L,Praktikum Kriptografi
20131,MAN8601,Manajemen
20131,IF8701L,Praktikum Sistem Multimedia
20131,KKM880,Kuliah Kerja Mahasiswa
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,EKT8801,Ekonomi Teknik
20131,IF8702P,Sistem Informasi Geografis
20131,FIS8101L,Praktikum Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8208,Ilmu TauhidAqidah
20131,UN8301,Sejarah Peradaban Islam
20131,IF8406,Strategi Algoritma
20131,MAN8601,Manajemen
20131,IF8604,Sistem Terdistribusi
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8703P,WirelessMobile Computing
20131,IF8501,Sistem Basis Data
20131,IF8706P,Sistem Informasi Enterprise
20131,IF8703PL,Praktikum WirelessMobile Computing
20131,KKM15801,Kuliah Kerja Mahasiswa
20131,IF15506,Intelegensia Buatan
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,UN8103,Bahasa Indonesia
20131,KIM8101L,Praktikum Kimia Dasar
20131,UN8103,Bahasa Indonesia
20131,FIS8101L,Praktikum Fisika Dasar
20131,UN8202,Bahasa Arab II
20131,UN8208,Ilmu TauhidAqidah
20131,MAT8303,Matematika Diskrit
20131,MAT8304,Logika Informatika
20131,UN8301,Sejarah Peradaban Islam
20131,EL8301L,Praktikum Teknik Digital
20131,IF8301,Algoritma dan Struktur Data
20131,IF8401,Basis Data
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8407,Grafika Komputer
20131,IF8401L,Praktikum Basis Data
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8701,Sistem Multimedia
20131,IF8504,Sistem Operasi
20131,IF8501,Sistem Basis Data
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8601,Jaringan Komputer Lanjut
20131,IF8605,Intelegensia Buatan
20131,MAN8601,Manajemen
20131,IF8602,Pemrograman Internet
20131,IF8603L,Praktikum Kriptografi
20131,IF8602L,Praktikum Pemrograman Internet
20131,KP8700,Kerja Praktek
20131,IF8702,Proyek Perangkat Lunak
20131,IF8707P,Perawatan Perangkat Lunak
20131,IF8708P,Data Mining
20131,KKM880,Kuliah Kerja Mahasiswa
20131,TA8800,Tugas AkhirSkripsi
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,UN8103,Bahasa Indonesia
20131,EL8201,Dasar Rangkaian Elektrik
20131,UN8205,Hadits dan Ilmu Hadits
20131,UN8207,Ilmu Fiqih
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8407,Grafika Komputer
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8501,Sistem Basis Data
20131,IF8506,Interaksi Manusia dan Komputer
20131,MAN8601,Manajemen
20131,UN8201,Akhlak Tasawuf
20131,IF8710P,Sistem Cerdas
20131,IF8706P,Sistem Informasi Enterprise
20131,IF8709P,Information Retrieval
20131,KKM880,Kuliah Kerja Mahasiswa
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,KP8700,Kerja Praktek
20131,TA8800,Tugas AkhirSkripsi
20131,FIS8101L,Praktikum Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,UN8105,Pancasila dan Kewarganegaraan
20131,UN8202,Bahasa Arab II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8206,Ilmu Budaya Dasar  Ilmu Sosial Dasar
20131,MAT8304,Logika Informatika
20131,MAT8302,Matematika Teknik
20131,MAT8301,Probabilitas dan Statistika
20131,IF8403,Organisasi dan  Arsitektur Komputer
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8505,Jaringan Komputer
20131,IF8601,Jaringan Komputer Lanjut
20131,IF8604,Sistem Terdistribusi
20131,KKM880,Kuliah Kerja Mahasiswa
20131,IF8708P,Data Mining
20131,UN8103,Bahasa Indonesia
20131,IF8101,Pengantar Teknologi Informasi
20131,FIS8101L,Praktikum Fisika Dasar
20131,UN8202,Bahasa Arab II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,EL8201,Dasar Rangkaian Elektrik
20131,UN8207,Ilmu Fiqih
20131,EL8301,Teknik Dijital
20131,EL8301L,Praktikum Teknik Digital
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8406,Strategi Algoritma
20131,IF8401L,Praktikum Basis Data
20131,IF8505,Jaringan Komputer
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8501L,Praktikum Sistem Basisdata
20131,IF8605,Intelegensia Buatan
20131,IF8604,Sistem Terdistribusi
20131,IF8606,Manajemen Proyek Perangkat Lunak
20131,IF8601,Jaringan Komputer Lanjut
20131,UN8201,Akhlak Tasawuf
20131,IF8602L,Praktikum Pemrograman Internet
20131,IF8603L,Praktikum Kriptografi
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,IF8702,Proyek Perangkat Lunak
20131,KP8700,Kerja Praktek
20131,IF8708P,Data Mining
20131,IF8704P,Mobile Programming
20131,KKM880,Kuliah Kerja Mahasiswa
20131,EKT8801,Ekonomi Teknik
20131,TA8800,Tugas AkhirSkripsi
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8103,Bahasa Indonesia
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,EL8201,Dasar Rangkaian Elektrik
20131,IF8201L,Praktikum Dasar Pemrograman
20131,UN8207,Ilmu Fiqih
20131,IF8401,Basis Data
20131,IF8505,Jaringan Komputer
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8504,Sistem Operasi
20131,IF8605,Intelegensia Buatan
20131,IF8603,Kriptografi
20131,IF8601,Jaringan Komputer Lanjut
20131,IF8604,Sistem Terdistribusi
20131,IF8602,Pemrograman Internet
20131,IF8602L,Praktikum Pemrograman Internet
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8401L,Praktikum Basis Data
20131,UN8205,Hadits dan Ilmu Hadits
20131,IF8603L,Praktikum Kriptografi
20131,IF8703P,WirelessMobile Computing
20131,KP8700,Kerja Praktek
20131,IF8704P,Mobile Programming
20131,IF8701,Sistem Multimedia
20131,IF8703,Metode Penelitian
20131,EKM8701,Pengantar Ekonomi Makro
20131,IF8703PL,Praktikum WirelessMobile Computing
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,KKM880,Kuliah Kerja Mahasiswa
20131,TA15801,Tugas Akhir dan Seminar
20131,UN8103,Bahasa Indonesia
20131,UN8105,Pancasila dan Kewarganegaraan
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8202,Bahasa Arab II
20131,MAT8101,Kalkulus I
20131,MAT8304,Logika Informatika
20131,EL8301L,Praktikum Teknik Digital
20131,IF8403,Organisasi dan  Arsitektur Komputer
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8407,Grafika Komputer
20131,IF8401L,Praktikum Basis Data
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8501,Sistem Basis Data
20131,IF8506,Interaksi Manusia dan Komputer
20131,UN8301,Sejarah Peradaban Islam
20131,IF8602,Pemrograman Internet
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8604,Sistem Terdistribusi
20131,KP8700,Kerja Praktek
20131,IF8701,Sistem Multimedia
20131,IF8703P,WirelessMobile Computing
20131,IF8709P,Information Retrieval
20131,IF8703PL,Praktikum WirelessMobile Computing
20131,KKM880,Kuliah Kerja Mahasiswa
20131,TA8800,Tugas AkhirSkripsi
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,EL8301,Teknik Dijital
20131,IF8403,Organisasi dan  Arsitektur Komputer
20131,IF8402,Pemrograman Berorientasi Objek
20131,FIS8101L,Praktikum Fisika Dasar
20131,UN8103,Bahasa Indonesia
20131,KIM8101L,Praktikum Kimia Dasar
20131,UN8102,Bahasa Arab I
20131,UN8105,Pancasila dan Kewarganegaraan
20131,UN8104,Bahasa Inggris
20131,FIS8101L,Praktikum Fisika Dasar
20131,UN8103,Bahasa Indonesia
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,TI8181,Praktek Tilawah
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,IF8201,Dasar Pemrograman
20131,UN8207,Ilmu Fiqih
20131,IF8201L,Praktikum Dasar Pemrograman
20131,UN8201,Akhlak Tasawuf
20131,UN8205,Hadits dan Ilmu Hadits
20131,UN8202,Bahasa Arab II
20131,UN8208,Ilmu TauhidAqidah
20131,MAT8301,Probabilitas dan Statistika
20131,MAT8303,Matematika Diskrit
20131,EL8301,Teknik Dijital
20131,MAT8304,Logika Informatika
20131,EL8301L,Praktikum Teknik Digital
20131,IF8403,Organisasi dan  Arsitektur Komputer
20131,IF8402L,Praktikum Pemrograman Berorientasi Objek
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8401L,Praktikum Basis Data
20131,IF8505,Jaringan Komputer
20131,IF8701,Sistem Multimedia
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,IF8601,Jaringan Komputer Lanjut
20131,IF8604,Sistem Terdistribusi
20131,IF8602L,Praktikum Pemrograman Internet
20131,IF8603L,Praktikum Kriptografi
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,IF8605,Intelegensia Buatan
20131,EKT8801,Ekonomi Teknik
20131,IF8602,Pemrograman Internet
20131,IF8606,Manajemen Proyek Perangkat Lunak
20131,IF8704P,Mobile Programming
20131,IF8708P,Data Mining
20131,IF8701P,ECommerce
20131,KKM880,Kuliah Kerja Mahasiswa
20131,IF8101,Pengantar Teknologi Informasi
20131,KIM8101,Kimia Dasar
20131,KIM8101L,Praktikum Kimia Dasar
20131,UN8103,Bahasa Indonesia
20131,UN8205,Hadits dan Ilmu Hadits
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8207,Ilmu Fiqih
20131,UN8206,Ilmu Budaya Dasar  Ilmu Sosial Dasar
20131,EL8301L,Praktikum Teknik Digital
20131,IF8507,Komunikasi Antar Personel
20131,MAT8304,Logika Informatika
20131,MAT8301,Probabilitas dan Statistika
20131,UN8102,Bahasa Arab I
20131,UN8201,Akhlak Tasawuf
20131,UN8202,Bahasa Arab II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,KIM8101,Kimia Dasar
20131,UN8103,Bahasa Indonesia
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,EL8201,Dasar Rangkaian Elektrik
20131,UN8207,Ilmu Fiqih
20131,IF8301,Algoritma dan Struktur Data
20131,MAT8303,Matematika Diskrit
20131,EL8301L,Praktikum Teknik Digital
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8407,Grafika Komputer
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,IF8501L,Praktikum Sistem Basisdata
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8605,Intelegensia Buatan
20131,IF8602,Pemrograman Internet
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8606,Manajemen Proyek Perangkat Lunak
20131,IF8603L,Praktikum Kriptografi
20131,IF8603,Kriptografi
20131,UN8201,Akhlak Tasawuf
20131,IF8701,Sistem Multimedia
20131,IF8702,Proyek Perangkat Lunak
20131,IF8703P,WirelessMobile Computing
20131,IF8712P,Pengolahan Citra Digital
20131,IF8701L,Praktikum Sistem Multimedia
20131,KKM880,Kuliah Kerja Mahasiswa
20131,EKT8801,Ekonomi Teknik
20131,FIS8101L,Praktikum Fisika Dasar
20131,KIM8101,Kimia Dasar
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,UN8104,Bahasa Inggris
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8202,Bahasa Arab II
20131,UN8205,Hadits dan Ilmu Hadits
20131,EL8201,Dasar Rangkaian Elektrik
20131,MAT8101,Kalkulus I
20131,EL8301L,Praktikum Teknik Digital
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8406,Strategi Algoritma
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,IF8504,Sistem Operasi
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8602,Pemrograman Internet
20131,IF8602L,Praktikum Pemrograman Internet
20131,IF8603L,Praktikum Kriptografi
20131,IF8604,Sistem Terdistribusi
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8601,Jaringan Komputer Lanjut
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,KP8700,Kerja Praktek
20131,IF8702P,Sistem Informasi Geografis
20131,IF8701P,ECommerce
20131,IF8708P,Data Mining
20131,KKM880,Kuliah Kerja Mahasiswa
20131,MAN8601,Manajemen
20131,FIS8101L,Praktikum Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,KIM8101L,Praktikum Kimia Dasar
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,UN8104,Bahasa Inggris
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,IF8201,Dasar Pemrograman
20131,UN8202,Bahasa Arab II
20131,MAT8101,Kalkulus I
20131,EL8301L,Praktikum Teknik Digital
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8505,Jaringan Komputer
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8603L,Praktikum Kriptografi
20131,IF8604,Sistem Terdistribusi
20131,MAN8601,Manajemen
20131,MAT15201,Kalkulus II
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8703P,WirelessMobile Computing
20131,KKM880,Kuliah Kerja Mahasiswa
20131,TA15801,Tugas Akhir dan Seminar
20131,FIS8101,Fisika Dasar
20131,FIS8101L,Praktikum Fisika Dasar
20131,KIM8101,Kimia Dasar
20131,KIM8101L,Praktikum Kimia Dasar
20131,MAT8101,Kalkulus I
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,UN8104,Bahasa Inggris
20131,UN8105,Pancasila dan Kewarganegaraan
20131,MAT8201,Kalkulus II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8207,Ilmu Fiqih
20131,UN8205,Hadits dan Ilmu Hadits
20131,IF8201L,Praktikum Dasar Pemrograman
20131,UN8201,Akhlak Tasawuf
20131,UN8202,Bahasa Arab II
20131,UN8203,English for Special Purpose
20131,UN8208,Ilmu TauhidAqidah
20131,EL8301L,Praktikum Teknik Digital
20131,MAT8302,Matematika Teknik
20131,MAT8301,Probabilitas dan Statistika
20131,MAT8303,Matematika Diskrit
20131,MAT8304,Logika Informatika
20131,EL8301,Teknik Dijital
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8401L,Praktikum Basis Data
20131,IF8405,Teori Bahasa dan Otomata
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8407,Grafika Komputer
20131,IF8603,Kriptografi
20131,IF8603L,Praktikum Kriptografi
20131,IF8401,Basis Data
20131,IF8402L,Praktikum Pemrograman Berorientasi Objek
20131,IF8501L,Praktikum Sistem Basisdata
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,EKM8701,Pengantar Ekonomi Makro
20131,IF8701,Sistem Multimedia
20131,IF8504,Sistem Operasi
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8604,Sistem Terdistribusi
20131,MAN8601,Manajemen
20131,EKT8801,Ekonomi Teknik
20131,IF8602,Pemrograman Internet
20131,KP8700,Kerja Praktek
20131,IF8702,Proyek Perangkat Lunak
20131,IF8708P,Data Mining
20131,IF8704P,Mobile Programming
20131,IF8712P,Pengolahan Citra Digital
20131,KKM880,Kuliah Kerja Mahasiswa
20131,KM8800,Komprehensif
20131,TA8800,Tugas AkhirSkripsi
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8102,Bahasa Arab I
20131,UN8301,Sejarah Peradaban Islam
20131,UN8103,Bahasa Indonesia
20131,UN8205,Hadits dan Ilmu Hadits
20131,FIS8101L,Praktikum Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,UN8104,Bahasa Inggris
20131,UN8105,Pancasila dan Kewarganegaraan
20131,EL8201,Dasar Rangkaian Elektrik
20131,UN8202,Bahasa Arab II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8207,Ilmu Fiqih
20131,MAT8201,Kalkulus II
20131,EL8301,Teknik Dijital
20131,EL8301L,Praktikum Teknik Digital
20131,MAT8304,Logika Informatika
20131,IF8401,Basis Data
20131,IF8405,Teori Bahasa dan Otomata
20131,IF8406,Strategi Algoritma
20131,IF8401L,Praktikum Basis Data
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8501L,Praktikum Sistem Basisdata
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,IF8503,Sistem Informasi
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8506,Interaksi Manusia dan Komputer
20131,UN8301,Sejarah Peradaban Islam
20131,EKM8701,Pengantar Ekonomi Makro
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,IF8604,Sistem Terdistribusi
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8603L,Praktikum Kriptografi
20131,IF8603,Kriptografi
20131,UN8201,Akhlak Tasawuf
20131,IF8602,Pemrograman Internet
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8708P,Data Mining
20131,IF8709P,Information Retrieval
20131,KP8700,Kerja Praktek
20131,IF8702P,Sistem Informasi Geografis
20131,KKM880,Kuliah Kerja Mahasiswa
20131,TA8800,Tugas AkhirSkripsi
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8301,Sejarah Peradaban Islam
20131,IF15102,Dasar Pemrograman
20131,UN8201,Akhlak Tasawuf
20131,IF15402,Rekayasa Perangkat Lunak
20131,IF15502,Jaringan Komputer
20131,IF15504L,Prak Pengembangan Aplikasi Web
20131,IF15505,Interaksi Manusia dan Komputer
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,EKT8801,Ekonomi Teknik
20131,FIS8101L,Praktikum Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8102,Bahasa Arab I
20131,UN8103,Bahasa Indonesia
20131,EL8201,Dasar Rangkaian Elektrik
20131,UN8202,Bahasa Arab II
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8208,Ilmu TauhidAqidah
20131,MAT8201,Kalkulus II
20131,MAT8304,Logika Informatika
20131,EL8301L,Praktikum Teknik Digital
20131,IF8402,Pemrograman Berorientasi Objek
20131,IF8401L,Praktikum Basis Data
20131,IF8404,Rekayasa Perangkat Lunak
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,UN8301,Sejarah Peradaban Islam
20131,EKM8701,Pengantar Ekonomi Makro
20131,IF8606,Manajemen Proyek Perangkat Lunak
20131,IF8603L,Praktikum Kriptografi
20131,IF8701L,Praktikum Sistem Multimedia
20131,IF8702P,Sistem Informasi Geografis
20131,IF8709P,Information Retrieval
20131,IF8710P,Sistem Cerdas
20131,KKM880,Kuliah Kerja Mahasiswa
20131,KP8700,Kerja Praktek
20131,UN8301,Sejarah Peradaban Islam
20131,IF8101,Pengantar Teknologi Informasi
20131,FIS8101,Fisika Dasar
20131,FIS8101L,Praktikum Fisika Dasar
20131,KIM8101,Kimia Dasar
20131,KIM8101L,Praktikum Kimia Dasar
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,UN8103,Bahasa Indonesia
20131,UN8105,Pancasila dan Kewarganegaraan
20131,EL8201,Dasar Rangkaian Elektrik
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8208,Ilmu TauhidAqidah
20131,MAT8201,Kalkulus II
20131,MAT8301,Probabilitas dan Statistika
20131,MAT8302,Matematika Teknik
20131,MAT8303,Matematika Diskrit
20131,MAT8304,Logika Informatika
20131,EL8301,Teknik Dijital
20131,EL8301L,Praktikum Teknik Digital
20131,IF8407,Grafika Komputer
20131,IF8402L,Praktikum Pemrograman Berorientasi Objek
20131,IF8404L,Praktikum Rekayasa Perangkat Lunak
20131,IF8402,Pemrograman Berorientasi Objek
20131,MAN8601,Manajemen
20131,IF8406,Strategi Algoritma
20131,IF8504,Sistem Operasi
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,IF8502,Rekayasa Perangkat Lunak Lanjut
20131,IF8506,Interaksi Manusia dan Komputer
20131,UN8301,Sejarah Peradaban Islam
20131,EKM8701,Pengantar Ekonomi Makro
20131,IF8801,Kewirausahaan dan Etika Bisnis
20131,IF8602,Pemrograman Internet
20131,IF8603,Kriptografi
20131,IF8604,Sistem Terdistribusi
20131,IF8606,Manajemen Proyek Perangkat Lunak
20131,IF8603L,Praktikum Kriptografi
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8701,Sistem Multimedia
20131,IF8710P,Sistem Cerdas
20131,KP8700,Kerja Praktek
20131,IF8708P,Data Mining
20131,KKM880,Kuliah Kerja Mahasiswa
20131,UN8103,Bahasa Indonesia
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,EL8301L,Praktikum Teknik Digital
20131,UN8301,Sejarah Peradaban Islam
20131,KIM8101,Kimia Dasar
20131,UN8103,Bahasa Indonesia
20131,UN8104,Bahasa Inggris
20131,FIS8101,Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8204,Filsafat dan Pengetahuan Lingkungan
20131,UN8203,English for Special Purpose
20131,IF8505L,Praktikum Jaringan Komputer
20131,EKT8801,Ekonomi Teknik
20131,UN8101,AlQuran dan Ilmu Tafsir
20131,MAT8201,Kalkulus II
20131,MAT8304,Logika Informatika
20131,IF8401L,Praktikum Basis Data
20131,IF8505,Jaringan Komputer
20131,IF8501,Sistem Basis Data
20131,UN8301,Sejarah Peradaban Islam
20131,IF8601,Jaringan Komputer Lanjut
20131,UN8201,Akhlak Tasawuf
20131,IF8702P,Sistem Informasi Geografis
20131,IF8505L,Praktikum Jaringan Komputer
20131,IF8709P,Information Retrieval
20131,UN15101,Bahasa Arab
20131,IF8701L,Praktikum Sistem Multimedia
20131,MAN8601,Manajemen
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,KKM880,Kuliah Kerja Mahasiswa
20131,KP8700,Kerja Praktek
20131,TA8800,Tugas AkhirSkripsi
20131,FIS8101,Fisika Dasar
20131,UN8103,Bahasa Indonesia
20131,FIS8101L,Praktikum Fisika Dasar
20131,IF8101,Pengantar Teknologi Informasi
20131,UN8105,Pancasila dan Kewarganegaraan
20131,UN8202,Bahasa Arab II
20131,UN8205,Hadits dan Ilmu Hadits
20131,UN8301,Sejarah Peradaban Islam
20131,EL8301L,Praktikum Teknik Digital
20131,IF8402L,Praktikum Pemrograman Berorientasi Objek
20131,IF8403,Organisasi dan  Arsitektur Komputer
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8603,Kriptografi
20131,IF8601L,Praktikum Jaringan Komputer Lanjut
20131,IF8603L,Praktikum Kriptografi
20131,UN8201,Akhlak Tasawuf
20131,IF8701,Sistem Multimedia
20131,IF8710P,Sistem Cerdas
20131,KKM880,Kuliah Kerja Mahasiswa
20131,IF8602L,Praktikum Pemrograman Internet
20131,EKT8801,Ekonomi Teknik
